125,NULL,NULL,NULL,NULL,Lock Nut 23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
126,NULL,NULL,NULL,NULL,Lock Nut 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
127,NULL,NULL,NULL,NULL,Lock Nut 13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
128,NULL,NULL,NULL,NULL,Lock Nut 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
129,NULL,NULL,NULL,NULL,Lock Nut 10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
130,NULL,NULL,NULL,NULL,Lock Nut 11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
131,NULL,NULL,NULL,NULL,Lock Nut 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
132,NULL,NULL,NULL,NULL,Lock Nut 20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
133,NULL,NULL,NULL,NULL,Lock Nut 21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
134,NULL,NULL,NULL,NULL,Lock Nut 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
135,NULL,NULL,NULL,NULL,Lock Nut 14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
136,NULL,NULL,NULL,NULL,Lock Nut 15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
137,NULL,NULL,NULL,NULL,Lock Nut 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
138,NULL,NULL,NULL,NULL,Lock Nut 19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
139,NULL,NULL,NULL,NULL,Lock Nut 18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
140,NULL,NULL,NULL,NULL,Lock Ring,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Silver,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
141,NULL,NULL,NULL,NULL,Lower Head Race,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
142,NULL,NULL,NULL,NULL,Lock Washer 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
143,NULL,NULL,NULL,NULL,Lock Washer 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
144,NULL,NULL,NULL,NULL,Lock Washer 10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
145,NULL,NULL,NULL,NULL,Lock Washer 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
146,NULL,NULL,NULL,NULL,Lock Washer 13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
147,NULL,NULL,NULL,NULL,Lock Washer 8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
148,NULL,NULL,NULL,NULL,Lock Washer 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
149,NULL,NULL,NULL,NULL,Lock Washer 7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
150,NULL,NULL,NULL,NULL,Lock Washer 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
151,NULL,NULL,NULL,NULL,Lock Washer 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
152,NULL,NULL,NULL,NULL,Lock Washer 9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
153,NULL,NULL,NULL,NULL,Lock Washer 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
154,NULL,NULL,NULL,NULL,Lock Washer 11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
155,NULL,NULL,NULL,NULL,Metal Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
156,NULL,NULL,NULL,NULL,Metal Bar 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
157,NULL,NULL,NULL,NULL,Metal Bar 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
158,NULL,NULL,NULL,NULL,Metal Plate 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
159,NULL,NULL,NULL,NULL,Metal Plate 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
160,NULL,NULL,NULL,NULL,Metal Plate 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
161,NULL,NULL,NULL,NULL,Metal Sheet 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
162,NULL,NULL,NULL,NULL,Metal Sheet 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
163,NULL,NULL,NULL,NULL,Metal Sheet 7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
164,NULL,NULL,NULL,NULL,Metal Sheet 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
165,NULL,NULL,NULL,NULL,Metal Sheet 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
166,NULL,NULL,NULL,NULL,Metal Sheet 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
167,NULL,NULL,NULL,NULL,Metal Sheet 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
168,NULL,NULL,NULL,NULL,Metal Tread Plate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
169,NULL,NULL,NULL,NULL,LL Nipple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,L ,NULL,00:00.0,NULL,Current
170,NULL,NULL,NULL,NULL,HL Nipple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
171,NULL,NULL,NULL,NULL,Paint - Black,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
172,NULL,NULL,NULL,NULL,Paint - Red,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
173,NULL,NULL,NULL,NULL,Paint - Silver,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
174,NULL,NULL,NULL,NULL,Paint - Blue,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
175,NULL,NULL,NULL,NULL,Paint - Yellow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
176,NULL,NULL,NULL,NULL,Pinch Bolt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
177,NULL,NULL,NULL,NULL,Cup-Shaped Race,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
178,NULL,NULL,NULL,NULL,Cone-Shaped Race,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
179,NULL,NULL,NULL,NULL,Reflector,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
180,NULL,NULL,NULL,NULL,LL Mountain Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,435,0,NULL,L ,NULL,00:00.0,NULL,Current
181,NULL,NULL,NULL,NULL,ML Mountain Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,M ,NULL,00:00.0,NULL,Current
182,NULL,NULL,NULL,NULL,HL Mountain Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,00:00.0,NULL,Current
183,NULL,NULL,NULL,NULL,LL Road Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,445,0,NULL,L ,NULL,00:00.0,NULL,Current
184,NULL,NULL,NULL,NULL,ML Road Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,M ,NULL,00:00.0,NULL,Current
185,NULL,NULL,NULL,NULL,HL Road Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,00:00.0,NULL,Current
186,NULL,NULL,NULL,NULL,Touring Rim,NULL,NULL,NULL,NULL,NULL,G  ,NULL,NULL,0,NA,800,600,NULL,NULL,NA,460,0,NULL,NULL,NULL,00:00.0,NULL,Current
187,NULL,NULL,NULL,NULL,LL Mountain Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,L ,NULL,00:00.0,NULL,Current
188,NULL,NULL,NULL,NULL,ML Mountain Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,M ,NULL,00:00.0,NULL,Current
189,NULL,NULL,NULL,NULL,HL Mountain Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
190,NULL,NULL,NULL,NULL,LL Road Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,L ,NULL,00:00.0,NULL,Current
191,NULL,NULL,NULL,NULL,ML Road Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,M ,NULL,00:00.0,NULL,Current
192,NULL,NULL,NULL,NULL,HL Road Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
193,NULL,NULL,NULL,NULL,LL Touring Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,L ,NULL,00:00.0,NULL,Current
194,NULL,NULL,NULL,NULL,ML Touring Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,M ,NULL,00:00.0,NULL,Current
195,NULL,NULL,NULL,NULL,HL Touring Seat Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
196,NULL,NULL,NULL,NULL,LL Spindle/Axle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,L ,NULL,00:00.0,NULL,Current
197,NULL,NULL,NULL,NULL,HL Spindle/Axle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
198,NULL,NULL,NULL,NULL,LL Shell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,L ,NULL,00:00.0,NULL,Current
199,NULL,NULL,NULL,NULL,HL Shell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
200,NULL,NULL,NULL,NULL,Spokes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
201,NULL,NULL,NULL,NULL,Seat Lug,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
202,NULL,NULL,NULL,NULL,Stem,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
203,NULL,NULL,NULL,NULL,Seat Post,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
204,NULL,NULL,NULL,NULL,Steerer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
205,NULL,NULL,NULL,NULL,Seat Stays,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,800,600,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
206,NULL,NULL,NULL,NULL,Seat Tube,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
207,NULL,NULL,NULL,NULL,Top Tube,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,00:00.0,NULL,Current
208,NULL,NULL,NULL,NULL,Tension Pulley,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
209,NULL,NULL,NULL,NULL,Rear Derailleur Cage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Silver,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,00:00.0,NULL,Current
210,14,14,2,2,"HL Road Frame - Black, 58",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,NULL,1,Black,500,375,NULL,58,54-58 CM,2.24,1,NULL,H ,U ,00:00.0,NULL,Current
211,14,14,2,2,"HL Road Frame - Red, 58",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,NULL,1,Red,500,375,NULL,58,54-58 CM,2.24,1,NULL,H ,U ,00:00.0,NULL,Current
212,31,31,4,4,"Sport-100 Helmet, Red","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,12.0278,1,Red,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
213,31,31,4,4,"Sport-100 Helmet, Red","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.8782,1,Red,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
214,31,31,4,4,"Sport-100 Helmet, Red","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.0863,1,Red,4,3,34.99,NULL,NA,NULL,0,20.994,NULL,NULL,00:00.0,NULL,Current
215,31,31,4,4,"Sport-100 Helmet, Black","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,12.0278,1,Black,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
216,31,31,4,4,"Sport-100 Helmet, Black","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.8782,1,Black,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
217,31,31,4,4,"Sport-100 Helmet, Black","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.0863,1,Black,4,3,34.99,NULL,NA,NULL,0,20.994,NULL,NULL,00:00.0,NULL,Current
218,23,23,3,3,"Mountain Bike Socks, M",Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Socks,Clothing,Mountain Bike Socks,M ,NULL,NULL,3.3963,1,White,4,3,9.5,M,M,NULL,0,5.7,NULL,U ,00:00.0,00:00.0,NULL
219,23,23,3,3,"Mountain Bike Socks, L",Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Socks,Clothing,Mountain Bike Socks,M ,NULL,NULL,3.3963,1,White,4,3,9.5,L,L,NULL,0,5.7,NULL,U ,00:00.0,00:00.0,NULL
220,31,31,4,4,"Sport-100 Helmet, Blue","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,12.0278,1,Blue,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
221,31,31,4,4,"Sport-100 Helmet, Blue","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.8782,1,Blue,4,3,33.6442,NULL,NA,NULL,0,20.1865,NULL,NULL,00:00.0,00:00.0,NULL
222,31,31,4,4,"Sport-100 Helmet, Blue","Universal fit, well-vented, lightweight , snap-on visor.",Helmets,Accessories,Sport-100,S ,NULL,NULL,13.0863,1,Blue,4,3,34.99,NULL,NA,NULL,0,20.994,NULL,NULL,00:00.0,NULL,Current
223,19,19,3,3,AWC Logo Cap,Traditional style with a flip-up brim; one-size fits all.,Caps,Clothing,Cycling Cap,S ,NULL,NULL,5.7052,1,Multi,4,3,8.6442,NULL,NA,NULL,0,5.1865,NULL,U ,00:00.0,00:00.0,NULL
224,19,19,3,3,AWC Logo Cap,Traditional style with a flip-up brim; one-size fits all.,Caps,Clothing,Cycling Cap,S ,NULL,NULL,5.2297,1,Multi,4,3,8.6442,NULL,NA,NULL,0,5.1865,NULL,U ,00:00.0,00:00.0,NULL
225,19,19,3,3,AWC Logo Cap,Traditional style with a flip-up brim; one-size fits all.,Caps,Clothing,Cycling Cap,S ,NULL,NULL,6.9223,1,Multi,4,3,8.99,NULL,NA,NULL,0,5.394,NULL,U ,00:00.0,NULL,Current
226,21,21,3,3,"Long-Sleeve Logo Jersey, S",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,31.7244,1,Multi,4,3,48.0673,S,S,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
227,21,21,3,3,"Long-Sleeve Logo Jersey, S",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,29.0807,1,Multi,4,3,48.0673,S,S,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
228,21,21,3,3,"Long-Sleeve Logo Jersey, S",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,38.4923,1,Multi,4,3,49.99,S,S,NULL,0,29.994,NULL,U ,00:00.0,NULL,Current
229,21,21,3,3,"Long-Sleeve Logo Jersey, M",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,31.7244,1,Multi,4,3,48.0673,M,M,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
230,21,21,3,3,"Long-Sleeve Logo Jersey, M",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,29.0807,1,Multi,4,3,48.0673,M,M,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
231,21,21,3,3,"Long-Sleeve Logo Jersey, M",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,38.4923,1,Multi,4,3,49.99,M,M,NULL,0,29.994,NULL,U ,00:00.0,NULL,Current
232,21,21,3,3,"Long-Sleeve Logo Jersey, L",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,31.7244,1,Multi,4,3,48.0673,L,L,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
233,21,21,3,3,"Long-Sleeve Logo Jersey, L",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,29.0807,1,Multi,4,3,48.0673,L,L,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
234,21,21,3,3,"Long-Sleeve Logo Jersey, L",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,38.4923,1,Multi,4,3,49.99,L,L,NULL,0,29.994,NULL,U ,00:00.0,NULL,Current
235,21,21,3,3,"Long-Sleeve Logo Jersey, XL",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,31.7244,1,Multi,4,3,48.0673,XL,XL,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
236,21,21,3,3,"Long-Sleeve Logo Jersey, XL",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,29.0807,1,Multi,4,3,48.0673,XL,XL,NULL,0,28.8404,NULL,U ,00:00.0,00:00.0,NULL
237,21,21,3,3,"Long-Sleeve Logo Jersey, XL",Unisex long-sleeve AWC logo microfiber cycling jersey,Jerseys,Clothing,Long-Sleeve Logo Jersey,S ,NULL,NULL,38.4923,1,Multi,4,3,49.99,XL,XL,NULL,0,29.994,NULL,U ,00:00.0,NULL,Current
238,14,14,2,2,"HL Road Frame - Red, 62",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,747.9682,1,Red,500,375,1263.4598,62,60-62 CM,2.3,1,758.0759,H ,U ,00:00.0,00:00.0,NULL
239,14,14,2,2,"HL Road Frame - Red, 62",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,722.2568,1,Red,500,375,1301.3636,62,60-62 CM,2.3,1,780.8182,H ,U ,00:00.0,00:00.0,NULL
240,14,14,2,2,"HL Road Frame - Red, 62",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,868.6342,1,Red,500,375,1431.5,62,60-62 CM,2.3,1,858.9,H ,U ,00:00.0,NULL,Current
